
39.03338083	-94.57710392	Thu Jun 19 13:59:47 CDT 2014	-0.828125	-0.4375	-0.390625
39.03338083	-94.57710392	Thu Jun 19 13:59:47 CDT 2014	-0.828125	-0.4375	-0.40625
39.03338083	-94.57710392	Thu Jun 19 13:59:47 CDT 2014	-0.828125	-0.453125	-0.40625
39.03338083	-94.57710392	Thu Jun 19 13:59:47 CDT 2014	-0.828125	-0.4375	-0.40625
39.03338083	-94.57710392	Thu Jun 19 13:59:47 CDT 2014	-0.828125	-0.4375	-0.390625
39.03338083	-94.57710392	Thu Jun 19 13:59:47 CDT 2014	-0.828125	-0.453125	-0.40625
39.03338083	-94.57710392	Thu Jun 19 13:59:47 CDT 2014	-0.828125	-0.421875	-0.421875
39.03338083	-94.57710392	Thu Jun 19 13:59:48 CDT 2014	-0.828125	-0.421875	-0.40625
39.03338083	-94.57710392	Thu Jun 19 13:59:48 CDT 2014	-0.84375	-0.4375	-0.390625
39.03338083	-94.57710392	Thu Jun 19 13:59:48 CDT 2014	-0.828125	-0.4375	-0.390625
39.03338083	-94.57710392	Thu Jun 19 13:59:48 CDT 2014	-0.828125	-0.4375	-0.40625
39.03338083	-94.57710392	Thu Jun 19 13:59:48 CDT 2014	-0.828125	-0.4375	-0.390625
39.03338083	-94.57710392	Thu Jun 19 13:59:48 CDT 2014	-0.8125	-0.4375	-0.390625
39.03338083	-94.57710392	Thu Jun 19 13:59:48 CDT 2014	-0.8125	-0.4375	-0.390625
39.03338083	-94.57710392	Thu Jun 19 13:59:48 CDT 2014	-0.828125	-0.453125	-0.390625
39.03338083	-94.57710392	Thu Jun 19 13:59:48 CDT 2014	-0.828125	-0.4375	-0.40625
39.03338083	-94.57710392	Thu Jun 19 13:59:48 CDT 2014	-0.828125	-0.4375	-0.40625
39.03338083	-94.57710392	Thu Jun 19 13:59:49 CDT 2014	-0.828125	-0.4375	-0.40625
39.03338083	-94.57710392	Thu Jun 19 13:59:49 CDT 2014	-0.828125	-0.4375	-0.40625
39.03338083	-94.57710392	Thu Jun 19 13:59:49 CDT 2014	-0.828125	-0.4375	-0.375
39.03338083	-94.57710392	Thu Jun 19 13:59:49 CDT 2014	-0.828125	-0.4375	-0.421875
39.03338083	-94.57710392	Thu Jun 19 13:59:49 CDT 2014	-0.828125	-0.4375	-0.40625
39.03338083	-94.57710392	Thu Jun 19 13:59:49 CDT 2014	-0.828125	-0.4375	-0.390625
39.03338083	-94.57710392	Thu Jun 19 13:59:49 CDT 2014	-0.84375	-0.453125	-0.390625
39.03338083	-94.57710392	Thu Jun 19 13:59:49 CDT 2014	-0.84375	-0.4375	-0.40625
39.03338083	-94.57710392	Thu Jun 19 13:59:49 CDT 2014	-0.84375	-0.4375	-0.40625
39.03338083	-94.57710392	Thu Jun 19 13:59:49 CDT 2014	-0.8125	-0.4375	-0.40625
39.03338083	-94.57710392	Thu Jun 19 13:59:50 CDT 2014	-0.84375	-0.453125	-0.390625
39.03338083	-94.57710392	Thu Jun 19 13:59:50 CDT 2014	-0.84375	-0.453125	-0.40625
