
Mon Jun 23 19:21:50 CDT 2014	0.90625	0.0	-1.1875	-5.366750717163086	2.532959	-0.44250488	-0.5493164
Mon Jun 23 19:21:51 CDT 2014	-1.546875	0.0	-0.21875	-5.488822937011719	2.0599365	-1.197815	-3.2348633
Mon Jun 23 19:21:52 CDT 2014	-1.015625	0.0	-0.984375	-5.397268772125244	2.4337769	-1.4572144	-2.5100708
Mon Jun 23 19:21:53 CDT 2014	0.21875	-0.0625	-1.265625	-4.382543563842773	6.477356	7.7056885	-0.16021729
Mon Jun 23 19:21:54 CDT 2014	-1.484375	0.515625	0.953125	-3.680628776550293	9.300232	-65.68146	-159.69086
Mon Jun 23 19:21:55 CDT 2014	0.890625	-1.34375	-1.953125	23.045547485351563	116.18805	167.53387	36.743164
Mon Jun 23 19:21:56 CDT 2014	1.625	-0.09375	-0.765625	76.61234283447266	-169.54803	10.925293	-186.43188
Mon Jun 23 19:21:57 CDT 2014	1.546875	0.703125	0.828125	-1.712214469909668	17.173767	-88.645935	-50.63629
Mon Jun 23 19:21:58 CDT 2014	0.015625	0.0	-1.390625	-5.343862056732178	2.632141	-0.0076293945	1.1138916
Mon Jun 23 19:21:59 CDT 2014	-0.609375	-0.03125	-1.0625	-4.405432224273682	6.378174	2.2506714	-4.0512085
Mon Jun 23 19:22:00 CDT 2014	1.5625	0.0	-0.9375	-5.885557174682617	0.45776367	-0.76293945	-1.2969971
Mon Jun 23 19:22:01 CDT 2014	-1.390625	-0.078125	0.296875	117.01060485839844	-7.9574585	8.491516	-0.9994507
Mon Jun 23 19:22:02 CDT 2014	-1.65625	-0.140625	1.3125	115.42366790771484	-14.312744	16.433716	-0.35095215
Mon Jun 23 19:22:03 CDT 2014	-1.25	-1.09375	1.171875	4.597391128540039	42.396545	135.37598	1.0375977
Mon Jun 23 19:22:04 CDT 2014	1.875	-0.34375	1.84375	-0.36942052841186523	22.537231	42.053223	-0.15258789
Mon Jun 23 19:22:05 CDT 2014	-0.015625	1.984375	-0.796875	6.298771858215332	49.217224	-249.99237	-51.17798
Mon Jun 23 19:22:06 CDT 2014	0.0	-2.0	0.578125	31.033645629882813	148.15521	250.0	249.99237
Mon Jun 23 19:22:07 CDT 2014	-0.015625	1.984375	0.015625	56.493324279785156	249.99237	-249.99237	-172.01233
Mon Jun 23 19:22:08 CDT 2014	1.78125	-1.21875	-0.40625	66.31250762939453	-210.73914	151.474	-63.728333
Mon Jun 23 19:22:09 CDT 2014	1.015625	-0.28125	0.0	56.500953674316406	-250.0	34.66034	104.95758
Mon Jun 23 19:22:10 CDT 2014	1.609375	0.921875	0.59375	81.32738494873047	-150.68054	-116.0202	-103.19519
Mon Jun 23 19:22:11 CDT 2014	-0.625	-0.421875	-1.203125	21.000839233398438	108.00934	51.086426	38.497925
Mon Jun 23 19:22:12 CDT 2014	-0.328125	1.109375	0.015625	56.493324279785156	249.99237	-140.46478	20.851135
Mon Jun 23 19:22:13 CDT 2014	-0.015625	1.984375	1.671875	-1.8113985061645508	16.76178	-249.99237	-173.78235
Mon Jun 23 19:22:14 CDT 2014	-0.03125	-1.515625	-1.03125	109.84648895263672	-36.605835	187.51526	163.57422
Mon Jun 23 19:22:15 CDT 2014	1.046875	-0.40625	1.28125	104.19303131103516	-59.21936	50.27008	185.69183
Mon Jun 23 19:22:16 CDT 2014	1.1875	0.78125	0.90625	27.57748031616211	134.32312	-98.236084	-86.16638
Mon Jun 23 19:22:17 CDT 2014	0.734375	-0.1875	0.578125	-0.7051191329956055	21.202087	23.078918	6.1950684
Mon Jun 23 19:22:18 CDT 2014	-0.578125	1.390625	0.0	56.500953674316406	-250.0	-175.49896	2.861023
Mon Jun 23 19:22:19 CDT 2014	-1.234375	-0.5625	0.28125	116.5223159790039	-9.902954	68.9621	150.28381
Mon Jun 23 19:22:20 CDT 2014	-0.375	-1.703125	1.28125	101.7515869140625	-68.984985	211.1206	249.99237
Mon Jun 23 19:22:21 CDT 2014	0.453125	0.734375	0.375	95.51827239990234	-93.933105	-92.01813	-166.83197
Mon Jun 23 19:22:22 CDT 2014	-1.59375	-0.25	-0.453125	-5.4583048820495605	2.1743774	30.075073	101.79901
Mon Jun 23 19:22:23 CDT 2014	-1.0	-0.015625	-1.421875	-5.343862056732178	2.6474	0.48828125	-1.1672974
Mon Jun 23 19:22:24 CDT 2014	-0.09375	-0.015625	-0.4375	-5.4583048820495605	2.166748	0.045776367	-1.083374
Mon Jun 23 19:22:25 CDT 2014	0.265625	0.0	-0.25	-5.4811930656433105	2.0751953	-0.1296997	-1.0299683
